food,portion,units,gross_weight,net_weight,energy,carbs,clasification
Pan melba,3,pieza,15.0,15.0,60.0,11.4,CEREALES SIN GRASA
Pan molido,8,cucharadita,16.0,16.0,66.0,11.8,CEREALES SIN GRASA
Pan negro,1,rebanada,26.0,26.0,69.0,15.2,CEREALES SIN GRASA
Pan negro con trigo,1,rebanada,25.0,25.0,65.0,14.6,CEREALES SIN GRASA
Pan para hambuerguesa chico,1/2,pieza,26.0,26.0,67.0,12.9,CEREALES SIN GRASA
Pan para hambuerguesa grande,1/3,pieza,25.0,25.0,65.0,12.5,CEREALES SIN GRASA
Pan para pambazo,1/2,pieza,25.0,25.0,67.0,12.5,CEREALES SIN GRASA
"Pan tipo ""english miffin""",1/2,pieza,29.0,29.0,67.0,13.1,CEREALES SIN GRASA
Pan tipo media noche,1/2,pieza,22.0,22.0,55.0,10.5,CEREALES SIN GRASA
Pan tostado,1,rebanada,15.0,15.0,64.0,11.8,CEREALES SIN GRASA
Panqué fat-free,1/2,rebanada,25.0,25.0,71.0,15.3,CEREALES SIN GRASA
Papa al horno con cáscara,1/2,pieza,78.0,78.0,73.0,16.8,CEREALES SIN GRASA
Papa al horno sin cáscara,1/2,pieza,78.0,78.0,73.0,16.8,CEREALES SIN GRASA
Papa cocida,1/2,pieza,68.0,68.0,59.0,13.7,CEREALES SIN GRASA
Papa cocida sin cascara,1/2,pieza,68.0,68.0,58.0,13.7,CEREALES SIN GRASA
Papa de agua,1,pieza,95.0,78.0,71.0,15.5,CEREALES SIN GRASA
Papa de cambray,5,pieza,115.0,94.0,72.0,16.5,CEREALES SIN GRASA
Papa hervida con piel,1/2,pieza,68.0,68.0,59.0,13.7,CEREALES SIN GRASA
Papa hervida pelada,1/2,pieza,68.0,68.0,58.0,13.7,CEREALES SIN GRASA
Papa picada,3/4,taza,128.0,105.0,72.0,16.4,CEREALES SIN GRASA
Papa roja cruda,1/2,pieza,85.0,85.0,60.0,13.5,CEREALES SIN GRASA
Papas hojuelas para puré,20,g,20.0,20.0,71.0,16.2,CEREALES SIN GRASA
Papilla de arroz,1/2,taza,17.0,17.0,67.0,14.1,CEREALES SIN GRASA
Papilla de arroz deshidratada,15,g,15.0,15.0,59.0,11.6,CEREALES SIN GRASA
Papilla de avena deshidratada,15,g,15.0,15.0,56.0,12.0,CEREALES SIN GRASA
Papilla de maíz deshidratada,3/4,sobre,21.0,21.0,72.0,16.6,CEREALES SIN GRASA
Pasta cocida,1/2,taza,60.0,60.0,78.0,14.0,CEREALES SIN GRASA
Pasta con huevo,1/3,taza,15.0,15.0,57.0,11.0,CEREALES SIN GRASA
Pasta cruda para sopa,20,g,20.0,20.0,68.0,14.6,CEREALES SIN GRASA
Pasta de codito,1/2,taza,20.0,20.0,74.0,15.0,CEREALES SIN GRASA
Pasta de estrellitas,1/4,taza,19.0,19.0,69.0,14.1,CEREALES SIN GRASA
Pasta de lagrimitas,1/4,taza,19.0,19.0,69.0,14.1,CEREALES SIN GRASA
Pasta de letras,1/4,taza,19.0,19.0,69.0,14.1,CEREALES SIN GRASA
Pasta de moño,1/2,taza,20.0,20.0,74.0,15.0,CEREALES SIN GRASA
Pasta de municiones,1/4,taza,19.0,19.0,69.0,14.1,CEREALES SIN GRASA
Pasta de trigo cocida,1/2,taza,60.0,60.0,78.0,14.0,CEREALES SIN GRASA
Pasta de trigo fresca,25,g,25.0,25.0,72.0,13.7,CEREALES SIN GRASA
Pasta fresca,25,g,25.0,25.0,72.0,13.7,CEREALES SIN GRASA
Pasta integral cocida,1/3,taza,46.0,46.0,57.0,12.3,CEREALES SIN GRASA
Pasta integral cruda,20,g,20.0,20.0,65.0,14.5,CEREALES SIN GRASA
Pasta tornillo,1/3,taza,15.0,15.0,57.0,11.0,CEREALES SIN GRASA
Pasta ángel,1,rebanada,28.0,28.0,73.0,16.4,CEREALES SIN GRASA
Peneques,2,pieza,26.0,26.0,58.0,12.3,CEREALES SIN GRASA
Pinole,15,g,15.0,15.0,58.0,11.3,CEREALES SIN GRASA
Pretzels,6,pieza,18.0,18.0,69.0,14.5,CEREALES SIN GRASA
Puré de camote,1/4,taza,60.0,60.0,60.0,13.8,CEREALES SIN GRASA
Puré de camote con naranja,1/4,taza,50.0,50.0,77.0,19.0,CEREALES SIN GRASA
Puré de papa hojuelas,1/3,taza,20.0,20.0,70.0,16.1,CEREALES SIN GRASA
Quaker instant 0% azúcar,1/2,sobre,18.0,18.0,60.0,11.8,CEREALES SIN GRASA
Quinoa,20,g,20.0,20.0,74.0,12.8,CEREALES SIN GRASA
Raíz de chayote,100,g,100.0,80.0,63.0,14.2,CEREALES SIN GRASA
Sagú,55,g,55.0,44.0,70.0,16.3,CEREALES SIN GRASA
Salvado de trigo,6,cucharada,29.0,29.0,64.0,24.4,CEREALES SIN GRASA
Salvado de trigo,8,cucharada,31.0,31.0,66.0,19.8,CEREALES SIN GRASA
Semora de maíz preparada,1/2,taza,121.0,121.0,72.0,15.6,CEREALES SIN GRASA
Semolina,20,g,20.0,20.0,72.0,14.6,CEREALES SIN GRASA
Sopa  instan ramen sin  preparar,50,g,50.0,50.0,67.0,11.3,CEREALES SIN GRASA
Sorgo,1 1/2,cucharada,18.0,18.0,61.0,13.4,CEREALES SIN GRASA
Tallarin cocido,1/3,taza,16.0,16.0,60.0,12.1,CEREALES SIN GRASA
Tallarin crudo,20,g,20.0,20.0,74.0,15.0,CEREALES SIN GRASA
Tapioca,2,cucharada,19.0,19.0,65.0,16.2,CEREALES SIN GRASA
Telera,1/3,pieza,23.0,23.0,62.0,11.5,CEREALES SIN GRASA
Tortilla,1,pieza,30.0,30.0,64.0,13.6,CEREALES SIN GRASA
Tortilla de maíz,1,pieza,30.0,30.0,64.0,13.6,CEREALES SIN GRASA
Tortilla de maíz amarillo,1,pieza,32.0,32.0,68.0,14.5,CEREALES SIN GRASA
Tortilla de maíz azul o negro,1,pieza,32.0,32.0,70.0,14.1,CEREALES SIN GRASA
Tortilla de mapiz blanco,1,pieza,30.0,30.0,67.0,14.2,CEREALES SIN GRASA
Tortilla de maíz y soya,1,pieza,33.0,33.0,75.0,13.8,CEREALES SIN GRASA
Tortilla de maíz y trigo,1,pieza,32.0,32.0,73.0,14.9,CEREALES SIN GRASA
Tortilla de nopal,3,pieza,69.0,69.0,60.0,13.1,CEREALES SIN GRASA
Tostada de maíz horneada,2,pieza,20.0,20.0,73.0,16.0,CEREALES SIN GRASA
Tpstada de nopal horneada,2,pieza,20.0,20.0,67.0,15.3,CEREALES SIN GRASA
Trigo,1 1/2,cucharada,21.0,21.0,71.0,15.4,CEREALES SIN GRASA
Trigo cocido,1 1/2,cucharada,21.0,21.0,70.0,15.1,CEREALES SIN GRASA
Trigo entero,2,cucharada,19.0,19.0,63.0,13.8,CEREALES SIN GRASA
Trigo negro,20,g,20.0,20.0,69.0,13.8,CEREALES SIN GRASA
trigo triturado,1 1/2,cucharada,20.0,20.0,66.0,14.3,CEREALES SIN GRASA
Yuca,1/4,pieza,88.0,60.0,72.0,16.8,CEREALES SIN GRASA
Yuquilla,150,g,150.0,129.0,68.0,12.4,CEREALES SIN GRASA
Agua de coco,1 1/2,taza,360.0,360.0,65.0,16.9,FRUTAS
Albaricoque en almibar,1/4,taza,65.0,65.0,54.0,13.8,FRUTAS
Albaricoque en mitades enlatados en jugo,1/2,taza,122.0,122.0,59.0,15.1,FRUTAS
Albaricoque en mitades enlatados en agua,1,taza,227.0,227.0,61.0,14.5,FRUTAS
Anona,130,g,130.0,59.0,59.0,14.7,FRUTAS
Arándano fresco,1 1/2,taza,150.0,147.0,68.0,17.9,FRUTAS
Arándano seco con azucar,1/2,taza,5.0,5.0,51.0,13.6,FRUTAS
Blueberries,3/4,taza,109.0,107.0,61.0,15.4,FRUTAS
Blueberries congeladas,3/4,taza,116.0,116.0,59.0,14.2,FRUTAS
Blueberries congeladas con azucar,1/4,taza,58.0,58.0,47.0,12.6,FRUTAS
Blueberries en almibar,1/4,taza,64.0,64.0,56.0,14.1,FRUTAS
Breba,5,pieza,200.0,192.0,63.0,16.1,FRUTAS
Caimito blanco o morado,1,pieza,200.0,130.0,68.0,12.2,FRUTAS
Calabaza melón,130,g,130.0,98.0,58.0,11.2,FRUTAS
Cana de azúcar,250,g,250.0,100.0,64.0,17.2,FRUTAS
Capulín,3,taza,480.0,96.0,63.0,16.1,FRUTAS
Carambolo o Carambola,1 1/2,pieza,191.0,171.0,53.0,11.5,FRUTAS
Cereza,20,pieza,136.0,88.0,56.0,14.7,FRUTAS
Cereza congeladas,1,taza,155.0,155.0,71.0,17.1,FRUTAS
Cerezas en almibar,1/4,taza,64.0,64.0,58.0,14.9,FRUTAS
Cerezas maschino enlatadas,4,pieza,20.0,20.0,64.0,16.8,FRUTAS
Chabacano,4,pieza,140.0,126.0,61.0,14.0,FRUTAS
Chagua,150,g,150.0,150.0,114.0,14.0,FRUTAS
Cherimoya picada,1/2,taza,78.0,78.0,58.0,13.8,FRUTAS
Chicozapote,1/2,pieza,85.0,75.0,62.0,14.9,FRUTAS
Chirimoya,1/3,pieza,112.0,56.0,53.0,13.4,FRUTAS
Ciricote,300,g,30.0,90.0,59.0,15.0,FRUTAS
Ciruela criolla roja o amarilla,3,pieza,198.0,158.0,73.0,18.1,FRUTAS
Ciruela negra,1/2,pieza,83.0,66.0,50.0,12.5,FRUTAS
Ciruela pasa deshuesada,7,pieza,56.0,56.0,60.0,15.7,FRUTAS
Cocktail de frutas en almibar,1/4,taza,62.0,62.0,44.0,11.7,FRUTAS
Cocktail de frutas enlatado en agua,1/2,taza,119.0,119.0,38.0,10.1,FRUTAS
Cocktail de frutas enlatado en jugo de frutas,1/2,taza,119.0,119.0,55.0,14.1,FRUTAS
Cocoyol,170,g,170.0,43.0,74.0,9.5,FRUTAS
Coloc,60,g,60.0,60.0,61.0,15.4,FRUTAS
Cundeamor,450,g,450.0,450.0,32.0,15.9,FRUTAS
Dátil seco,2,pieza,17.0,17.0,46.0,12.4,FRUTAS
Durazno amarillo,2,pieza,174.0,153.0,60.0,14.6,FRUTAS
Durazno con azúcar congelado,1/4,taza,63.0,63.0,59.0,15.0,FRUTAS
Durazno en almibar,1/2,taza,126.0,126.0,68.0,18.3,FRUTAS
Durazno enlatado en agua,1,taza,244.0,244.0,59.0,14.9,FRUTAS
Durazno enlatado en jugo,1/2,taza,125.0,125.0,55.0,14.5,FRUTAS
Durazno prisco,3,pieza,150.0,132.0,51.0,12.5,FRUTAS
Frambuesa,1,taza,123.0,123.0,64.0,14.7,FRUTAS
Fresa entera,17,pieza med,204.0,204.0,65.0,15.7,FRUTAS
Fresa rebanada,1,taza,166.0,1066.0,53.0,12.7,FRUTAS
Fresas congeladas con azucar,1/4,taza,64.0,64.0,50.0,13.4,FRUTAS
Fresas congeladas sin azúcar,1/2,taza,111.0,111.0,39.0,10.1,FRUTAS
Fruta de la pasión,3,pieza,165.0,58.0,56.0,13.5,FRUTAS
Fruta picada,1,taza,140.0,140.0,59.0,14.7,FRUTAS
Fruto del pan,85,g,85.0,74.0,60.0,14.9,FRUTAS
Gajos de mandarina,1,taza,105.0,105.0,56.0,14.0,FRUTAS
Gajos de naranja,1,taza,150.0,150.0,71.0,17.7,FRUTAS
Gajos de toronja,1,taza,150.0,150.0,50.0,12.6,FRUTAS
Giotilla,200,g,200.0,130.0,66.0,13.9,FRUTAS
Granada chica,2,pieza,120.0,67.0,65.0,15.7,FRUTAS
Granada roja,1,pieza,190.0,87.0,44.0,15.5,FRUTAS
Grosellas,1,taza,150.0,150.0,66.0,15.3,FRUTAS
Grosellas en almibar,1/4,taza,63.0,63.0,46.0,11.8,FRUTAS
Grosellas negras,1,taza,112.0,112.0,71.0,17.2,FRUTAS
Grosellas rojas o blancas,1,taza,112.0,112.0,63.0,15.5,FRUTAS
Guanábana,1,pieza chica,350.0,238.0,90.0,15.5,FRUTAS
Guayaba,3,pieza,135.0,124.0,63.0,14.8,FRUTAS
Guayaba rosa,1,pieza,90.0,77.0,52.0,11.0,FRUTAS
Higo,2,pieza,80.0,72.0,53.0,13.8,FRUTAS
Higo deshidratado,1,pieza,19.0,19.0,47.0,11.9,FRUTAS
Jinicuil,250,g,250.0,50.0,73.0,13.5,FRUTAS
Jugo de limón,3/4,taza,180.0,180.0,45.0,15.6,FRUTAS
Jugo de mamey,1/3,taza,80.0,80.0,52.0,12.5,FRUTAS
Jugo de mandarina natural,1/2,taza,120.0,120.0,46.0,11.3,FRUTAS
Jugo de mango,1/2,taza,120.0,120.0,61.0,15.7,FRUTAS
Jugo de naranja natural,1/2,taza,120.0,120.0,54.0,12.5,FRUTAS
Jugo de papaya,1/3,taza,79.0,79.0,45.0,11.5,FRUTAS
Jugo de toronja natural,1/2,taza,120.0,120.0,47.0,11.0,FRUTAS
Kiwi,1 1/2,pieza,132.0,114.0,69.0,16.6,FRUTAS
Lichis,12,pieza,180.0,90.0,59.0,14.9,FRUTAS
Lima,3,pieza,234.0,147.0,44.0,15.5,FRUTAS
Limón real,4,pieza,232.0,153.0,31.0,16.4,FRUTAS
Mamey,1/3,pieza,137.0,85.0,58.0,13.7,FRUTAS
Mandarina,2,pieza,180.0,128.0,68.0,17.0,FRUTAS
Mandarina reyna,1,pieza,200.0,142.0,75.0,18.9,FRUTAS
Mango ataúlfo,1/2,pieza,95.0,62.0,40.0,10.5,FRUTAS
Mango criollo,1 1/2,pieza,300.0,162.0,57.0,14.6,FRUTAS
Mango en almibar enlatado,1,pieza,61.0,61.0,56.0,15.0,FRUTAS
mango manila,1,pieza,207.0,145.0,62.0,16.1,FRUTAS
Mango petacón,1/2,pieza,200.0,110.0,72.0,12.9,FRUTAS
Mango picado,1,taza,165.0,165.0,58.0,14.9,FRUTAS
Mangosteno enlatado en jarabe,1/2,taza,98.0,98.0,72.0,17.6,FRUTAS
Manzana,1,pieza,138.0,106.0,55.0,14.7,FRUTAS
Manzana al vapor,1/2,taza,86.0,86.0,44.0,11.7,FRUTAS
Manzana amarilla,1,pieza,130.0,100.0,65.0,16.5,FRUTAS
Manzana cocida,1/2,taza,86.0,86.0,44.0,11.7,FRUTAS
Manzana deshidratada,9,orejon,23.0,23.0,55.0,15.0,FRUTAS
Manzana en almibar,1,pieza,24.0,24.0,54.0,15.7,FRUTAS
Manzana en almibar enlatada,1,pieza,24.0,24.0,54.0,15.7,FRUTAS
Manzana golden,1,pieza,130.0,100.0,65.0,16.5,FRUTAS
Manzana granny,1/2,pieza,93.0,71.0,42.0,10.8,FRUTAS
Manzana picada,1/2,taza,75.0,75.0,44.0,11.4,FRUTAS
Manzana roja,1,pieza,185.0,142.0,84.0,21.7,FRUTAS
Manzana sin cascara,1,pieza,128.0,128.0,73.0,19.0,FRUTAS
Manzana verde,1/2,pieza,93.0,71.0,42.0,10.8,FRUTAS
Manzana Washington,1/2,pieza,93.0,71.0,42.0,10.8,FRUTAS
Maracuyá,3,pieza,150.0,53.0,51.0,12.3,FRUTAS
Maracuyá  rebanado,1/2,taza,69.0,69.0,66.0,16.0,FRUTAS
Marañon fresco,190,g,190.0,171.0,62.0,14.4,FRUTAS
Melón,1/3,pieza,271.0,179.0,61.0,14.6,FRUTAS
Melón cantaloupe,1/3,pieza,271.0,179.0,61.0,14.6,FRUTAS
Melón chico,1/4,pieza,219.0,144.0,52.0,13.1,FRUTAS
Melón picado,1,taza,160.0,160.0,54.0,13.1,FRUTAS
Melón valenciano,1/3,pieza,271.0,179.0,61.0,14.6,FRUTAS
Melón valenciano picado,1,taza,160.0,160.0,54.0,13.1,FRUTAS
Melón verde picado,1,taza,160.0,160.0,58.0,14.5,FRUTAS
Membrillo,1,pieza,163.0,98.0,56.0,15.0,FRUTAS
Moras,3/4,taza,108.0,108.0,67.0,14.9,FRUTAS
Nanche agrio,45,pieza,225.0,122.0,66.0,13.9,FRUTAS
Naranja,2,pieza,242.0,152.0,72.0,18.0,FRUTAS
Naranja agria,2,pieza,200.0,126.0,73.0,14.9,FRUTAS
Naranja cajera,2,pieza,220.0,139.0,69.0,16.4,FRUTAS
Naranja chica,4,pieza,140.0,129.0,48.0,15.2,FRUTAS
Naranja sin semilla,1,pieza,201.0,155.0,72.0,18.3,FRUTAS
Naranja valenciana,2,pieza,242.0,162.0,79.0,19.1,FRUTAS
Naranja concentrada,1/2,taza,130.0,130.0,57.0,13.2,FRUTAS
Nectarina,1,pieza,136.0,124.0,54.0,13.1,FRUTAS
Nispero,25,pieza,350.0,140.0,59.0,13.3,FRUTAS
Níspero del japón,2,pieza,180.0,108.0,52.0,13.4,FRUTAS
Orejones de chabacano,7,pieza,25.0,25.0,59.0,15.3,FRUTAS
Orejones de durazno,2,pieza,26.0,26.0,62.0,15.9,FRUTAS
Orejones de manzana,9,pieza,23.0,23.0,55.0,14.8,FRUTAS
Orejones de pera,1,pieza,18.0,18.0,47.0,12.5,FRUTAS
Papaya hawaiana,1/2,pieza pequeña,152.0,114.0,45.0,11.2,FRUTAS
Papaya picada,1,taza,140.0,140.0,55.0,13.7,FRUTAS
Papilla de chabacano con tapioca,3/4,frasco,98.0,98.0,61.0,16.9,FRUTAS
Papilla de ciruela con tapioca,3/4,frasco,98.0,98.0,68.0,18.2,FRUTAS
Papilla de durazno,3/4,frasco,98.0,98.0,63.0,14.1,FRUTAS
Papilla de frutas mixtas,3/4,frasco,98.0,98.0,59.0,16.0,FRUTAS
Papilla de guayaba y papaya con tapioca,3/4,frasco,98.0,98.0,61.0,16.6,FRUTAS
Papilla de mango con tapioca,2/3,frasco,85.0,85.0,59.0,16.1,FRUTAS
Papilla de manzana,2/3,frasco,85.0,85.0,61.0,16.6,FRUTAS
Papilla de manzana y chabacano,1,frasco,130.0,130.0,61.0,16.1,FRUTAS
Papilla de pera,3/4,frasco,98.0,98.0,56.0,13.3,FRUTAS
Papilla de pera y piña,1,frasco,130.0,130.0,57.0,14.8,FRUTAS
Papilla de platano y piña con tapioca,3/4,frasco,98.0,98.0,66.0,17.9,FRUTAS
Pasas,10,pieza,20.0,20.0,59.0,15.7,FRUTAS
Pasitas,10,pieza,20.0,20.0,59.0,15.7,FRUTAS
Pasitas en semilla,10,pieza,20.0,20.0,60.0,15.8,FRUTAS
Pera,1/2,pieza,95.0,81.0,47.0,12.5,FRUTAS
Pera asiática,1/2,pieza,138.0,117.0,49.0,12.4,FRUTAS
Pera bartlett,1/2,pieza,91.0,77.0,45.0,12.0,FRUTAS
Pera d´anjou,1/2,pieza,95.0,81.0,47.0,12.5,FRUTAS
Pera de agua,1/2,pieza,91.0,74.0,43.0,11.4,FRUTAS
Pera de San Juan,2,pieza,130.0,105.0,61.0,16.3,FRUTAS
Pera deshidratada,1,orejon,18.0,18.0,46.0,12.2,FRUTAS
Pera en almibar,1/2,pieza,76.0,76.0,44.0,11.7,FRUTAS
Pera mantequilla,1/2,pieza,83.0,70.0,41.0,10.8,FRUTAS
Pera picada,1,taza,150.0,150.0,63.0,16.0,FRUTAS
Pera piña,1/2,pieza,100.0,80.0,46.0,12.4,FRUTAS
Pera rebanada,2/3,taza,98.0,98.0,41.0,10.4,FRUTAS
Pera roja,1/2,pieza,90.0,81.0,47.0,12.5,FRUTAS
Pera roja rebanada,1/2,taza,80.0,80.0,46.0,12.4,FRUTAS
Perón,1,pieza,150.0,105.0,65.0,16.7,FRUTAS
Perón picado,1,taza,125.0,125.0,78.0,19.9,FRUTAS
Pérsimo,2,pieza,50.0,50.0,64.0,16.8,FRUTAS
Pérsimo japonés,1/2,pieza,84.0,84.0,59.0,15.6,FRUTAS
Piña en almibar,1,rebanada,50.0,50.0,42.0,10.8,FRUTAS
Piña en almibar,1/3,taza,63.0,63.0,53.0,13.6,FRUTAS
Piña picada,3/4,taza,124.0,124.0,62.0,16.2,FRUTAS
Piña rebanada,1,rebanada,84.0,84.0,42.0,11.0,FRUTAS
Pitahaya,2,pieza,240.0,108.0,52.0,11.2,FRUTAS
Plátano,1/2,pieza,80.0,54.0,48.0,12.4,FRUTAS
Plátano deshidratado,1/4,taza,20.0,20.0,69.0,17.7,FRUTAS
Plátano dominico,3,pieza,105.0,57.0,54.0,14.0,FRUTAS
Plátano machacado,1/4,taza,56.0,56.0,50.0,12.8,FRUTAS
Plátano macho,1/4,pieza,95.0,49.0,95.0,11.6,FRUTAS
Plátano macho rebanado,1/3,taza,51.0,51.0,99.0,12.0,FRUTAS
Plátano manzano,1/2,pieza,90.0,49.0,47.0,11.8,FRUTAS
Plátano morado,1/2,pieza,90.0,49.0,41.0,10.3,FRUTAS
Pomarosa,140,g,140.0,95.0,60.0,15.6,FRUTAS
Pomelo,260,g,260.0,153.0,58.0,14.7,FRUTAS
Prisco,3 1/2,pieza,175.0,154.0,59.0,14.9,FRUTAS
Pulpa de fresa,2,cucharada,25.0,25.0,44.0,11.9,FRUTAS
Pulpa de guanabana,2,cucharada,25.0,25.0,45.0,12.3,FRUTAS
Pulpa de mamey,6,cucharada,75.0,75.0,52.0,12.2,FRUTAS
Pulpa de tamarindo,8,cucharada,100.0,100.0,57.0,14.7,FRUTAS
Pulpa de zapote negro,1/2,taza,105.0,105.0,59.0,15.2,FRUTAS
Puré de ciruela pasa,3,cucharada,41.0,41.0,51.0,13.6,FRUTAS
Puré de guayaba,1/2,frasco,65.0,65.0,49.0,12.0,FRUTAS
Puré de guayaba gerber 2A etapa,1/2,frasco,65.0,65.0,49.0,12.0,FRUTAS
Puré de manzana,6,cucharada,83.0,83.0,63.0,16.4,FRUTAS
Puré de manzana sin azúcar,1/2,taza,122.0,122.0,52.0,13.8,FRUTAS
Puré de platano,1/4,taza,56.0,56.0,50.0,12.8,FRUTAS
Rambután,7,pieza,175.0,88.0,55.0,15.0,FRUTAS
Rambután en almibar,1/4,taza,54.0,54.0,44.0,11.2,FRUTAS
Rollo de frutas,1,pieza,21.0,21.0,78.0,18.0,FRUTAS
Salsa de arandanos en gelatina enlatada,1/2,rebanada,29.0,29.0,43.0,11.1,FRUTAS
Sandia picada,1,taza,160.0,160.0,48.0,12.1,FRUTAS
Sandia rebanada,1,rebanada,200.0,200.0,60.0,15.1,FRUTAS
Saramuyo,130,g,130.0,85.0,63.0,13.8,FRUTAS
Semilla de jinicuil,200,g,200.0,40.0,58.0,10.8,FRUTAS
Tamarindo,50,g,50.0,25.0,60.0,15.6,FRUTAS
Tamarindo (pulpa sin azúcar),8,cucharada,100.0,100.0,57.0,14.7,FRUTAS
Tamarindo pelado,1/4,taza,30.0,30.0,72.0,18.8,FRUTAS
Tangerina,2,pieza,180.0,128.0,56.0,15.3,FRUTAS
Tejocote,2,pieza,70.0,60.0,52.0,13.1,FRUTAS
Toronja,1,pieza,246.0,162.0,54.0,13.7,FRUTAS
Toronja en gajos,1,taza,150.0,150.0,50.0,12.6,FRUTAS
Toronja enlatada con jugo,1/2,taza,125.0,125.0,46.0,11.5,FRUTAS
Toronjas en almibar,1/2,taza,127.0,127.0,76.0,19.6,FRUTAS
Tuna,2,pieza,250.0,138.0,56.0,13.2,FRUTAS
Tuna cardona,2,pieza,250.0,138.0,56.0,13.2,FRUTAS
Tuna picada,1,taza,150.0,150.0,62.0,14.4,FRUTAS
Tuna roja,2,pieza,250.0,138.0,56.0,13.2,FRUTAS
Uva,18,pieza,126.0,86.0,61.0,15.3,FRUTAS
Uva blanca,1,taza,92.0,87.0,59.0,15.0,FRUTAS
Uva con semilla,1,taza,10.0,114.0,76.0,19.6,FRUTAS
Uva roja,1,taza,120.0,114.0,76.0,19.6,FRUTAS
Uva sin semilla,1,taza,92.0,87.0,55.0,15.0,FRUTAS
Uva verde,1,taza,92.0,87.0,55.0,15.0,FRUTAS
Uva verde sin semilla,1,taza,92.0,87.0,55.0,15.0,FRUTAS
Uvas enlatadas en agua,1/2,taza,123.0,123.0,49.0,12.6,FRUTAS
Xocoyol,900,g,900.0,225.0,56.0,14.9,FRUTAS
Zapote,1/4,pieza,56.0,51.0,68.0,17.1,FRUTAS
Zapote amarillo,1/2,pieza,152.0,94.0,74.0,18.8,FRUTAS
Zapote blanco,1/2,pieza,152.0,115.0,81.0,18.5,FRUTAS
Zapote borracho,1/4,pieza,75.0,45.0,63.0,16.3,FRUTAS
Zapote negro,1/2,pieza,150.0,93.0,52.0,13.5,FRUTAS
Zapote negro limpio,1/2,taza,115.0,115.0,64.0,16.7,FRUTAS
Zarzamora,1,taza,150.0,144.0,75.0,18.4,FRUTAS
Zarzamora congelada sin azúcar,1/2,taza,76.0,76.0,49.0,11.9,FRUTAS
Zarzamora en almibar,1/4,taza,64.0,64.0,59.0,14.8,FRUTAS
ALF* para beber fresa con Lactobacillus casei Shirota,1,envase,215.0,215.0,185.0,32.3,LECHE CON AZUCAR
ALF* para beber mango con Lactobacillus casei Shirota,1,envase,215.0,215.0,155.0,31.4,LECHE CON AZUCAR
ALF* para beber natural con Lactobacillus casei Shirota,1,envase,213.0,213.0,141.0,26.4,LECHE CON AZUCAR
Alimento lácteo fermentado con Actiregularis sabor Ciruela Pasa (bebible),1,pieza,250.0,250.0,,31.7,LECHE CON AZUCAR
Alimento lácteo fermentado con Actiregularis sabor Ciruela Pasa (sólido),1 1/3,pieza,200.0,200.0,206.0,30.9,LECHE CON AZUCAR
Alimento lácteo fermentado con Actiregularis sabor fresa (bebible),1,pieza,250.0,250.0,211.0,32.0,LECHE CON AZUCAR
Alimento lácteo fermentado con Actiregularis sabor fresa (sólido),1 1/3,pieza,200.0,200.0,188.0,25.5,LECHE CON AZUCAR
Alimento lácteo fermentado sabor fresa (Lactobacillus casei y Streptococcus thermophilus),2,pieza,216.0,216.0,188.0,29.6,LECHE CON AZUCAR
Alimento lácteo fermentado sabor manzana  (Lactobacillus casei y Streptococcus thermophilus),2,pieza,216.0,216.0,161.0,31.2,LECHE CON AZUCAR
Alimento lácteo fermentado sabor natural  (Lactobacillus casei y Streptococcus thermophilus),2,pieza,216.0,216.0,161.0,31.0,LECHE CON AZUCAR
Bio 4,2,pieza,240.0,240.0,180.0,31.4,LECHE CON AZUCAR
Chongos zamoranos,1/2,taza,108.0,108.0,194.0,34.6,LECHE CON AZUCAR
Helado de café,1/2,taza,91.0,91.0,195.0,25.5,LECHE CON AZUCAR
Helado de café bajo en calorías,1/2,taza,91.0,91.0,183.0,27.0,LECHE CON AZUCAR
Helado de  chocolate,3/4,taza,99.0,99.0,214.0,27.9,LECHE CON AZUCAR
Helado de chocolate bajo en calorías,3/4,taza,99.0,99.0,199.0,28.7,LECHE CON AZUCAR
Helado de fresa,3/4,taza,99.0,99.0,190.0,27.3,LECHE CON AZUCAR
Helado de fresa bajo en calorías,2/3,taza,123.0,123.0,200.0,31.2,LECHE CON AZUCAR
Helado de vainilla,3/4,taza,99.0,99.0,199.0,23.4,LECHE CON AZUCAR
Helado de vainilla bajo en calorías,1,taza,132.0,132.0,218.0,34.1,LECHE CON AZUCAR
Helado de yogur,1,taza,158.0,158.0,201.0,34.2,LECHE CON AZUCAR
Helado de yogur de fresa,1,taza,158.0,158.0,201.0,34.2,LECHE CON AZUCAR
Helado napolitano,3/4,taza,102.0,102.0,205.0,24.1,LECHE CON AZUCAR
Helado napolitano bajo en calorías,2/3,taza,119.0,119.0,192.0,31.1,LECHE CON AZUCAR
Leche con chocolate,31-Dec,taza,240.0,240.0,200.0,24.9,LECHE CON AZUCAR
Leche con chocolate semidescremada 1%,1,taza,240.0,240.0,182.0,29.1,LECHE CON AZUCAR
Leche con vainilla,1,taza,218.0,218.0,207.0,31.0,LECHE CON AZUCAR
Leche de soya saborizada,1 1/4,taza,300.0,300.0,191.0,23.3,LECHE CON AZUCAR
Leche descremada con chocolate,1 1/4,taza,300.0,300.0,189.0,31.3,LECHE CON AZUCAR
Leche en polvo sabor fresa,8,cucharada,56.0,56.0,187.0,32.0,LECHE CON AZUCAR
